Datetime,Open,High,Low,Close,Adj Close,Volume
2020-10-01 12:07:00+05:30,11413.650390625,11417.2998046875,11412.2001953125,11415.75,11415.75,0
2020-10-01 12:09:00+05:30,11415.7998046875,11416.849609375,11413.900390625,11416.150390625,11416.150390625,0
2020-10-01 12:11:00+05:30,11416.0498046875,11416.0498046875,11412.400390625,11413.0,11413.0,0
2020-10-01 12:13:00+05:30,11413.650390625,11413.650390625,11407.7998046875,11407.7998046875,11407.7998046875,0
2020-10-01 12:15:00+05:30,11408.0,11409.25,11404.2998046875,11407.0498046875,11407.0498046875,0
2020-10-01 12:17:00+05:30,11407.0498046875,11409.4501953125,11407.0,11409.4501953125,11409.4501953125,0
2020-10-01 12:19:00+05:30,11409.4501953125,11412.4501953125,11407.0498046875,11407.349609375,11407.349609375,0
2020-10-01 12:21:00+05:30,11407.900390625,11408.099609375,11402.5498046875,11402.5498046875,11402.5498046875,0
2020-10-01 12:23:00+05:30,11402.5498046875,11405.849609375,11401.75,11405.400390625,11405.400390625,0
2020-10-01 12:25:00+05:30,11405.25,11405.900390625,11404.0,11404.150390625,11404.150390625,0
2020-10-01 12:27:00+05:30,11404.25,11411.400390625,11404.150390625,11410.4501953125,11410.4501953125,0
2020-10-01 12:29:00+05:30,11409.9501953125,11410.150390625,11395.4501953125,11395.4501953125,11395.4501953125,0
2020-10-01 12:31:00+05:30,11395.150390625,11398.5498046875,11393.2998046875,11398.2001953125,11398.2001953125,0
2020-10-01 12:33:00+05:30,11398.2998046875,11402.099609375,11397.2998046875,11401.75,11401.75,0
2020-10-01 12:35:00+05:30,11401.7001953125,11405.2001953125,11401.599609375,11402.7998046875,11402.7998046875,0
2020-10-01 12:37:00+05:30,11402.7001953125,11416.099609375,11402.2998046875,11416.099609375,11416.099609375,0
2020-10-01 12:39:00+05:30,11415.349609375,11417.7001953125,11411.0498046875,11415.25,11415.25,0
2020-10-01 12:41:00+05:30,11415.349609375,11418.650390625,11414.599609375,11416.349609375,11416.349609375,0
2020-10-01 12:43:00+05:30,11416.0498046875,11416.5,11411.900390625,11412.7001953125,11412.7001953125,0
2020-10-01 12:45:00+05:30,11412.75,11415.0498046875,11410.7001953125,11414.7001953125,11414.7001953125,0
2020-10-01 12:47:00+05:30,11414.599609375,11420.4501953125,11413.599609375,11420.150390625,11420.150390625,0
2020-10-01 12:49:00+05:30,11420.150390625,11422.7001953125,11417.849609375,11421.7001953125,11421.7001953125,0
2020-10-01 12:51:00+05:30,11421.75,11421.75,11416.7001953125,11418.650390625,11418.650390625,0
2020-10-01 12:53:00+05:30,11418.849609375,11419.900390625,11417.0,11417.5498046875,11417.5498046875,0
2020-10-01 12:55:00+05:30,11417.2998046875,11418.0498046875,11415.9501953125,11416.2998046875,11416.2998046875,0
2020-10-01 12:57:00+05:30,11415.7001953125,11416.099609375,11410.849609375,11411.5,11411.5,0
2020-10-01 12:59:00+05:30,11411.849609375,11412.0498046875,11403.650390625,11404.75,11404.75,0
2020-10-01 13:01:00+05:30,11404.650390625,11406.650390625,11400.599609375,11405.599609375,11405.599609375,0
2020-10-01 13:03:00+05:30,11404.7998046875,11405.9501953125,11403.0498046875,11403.349609375,11403.349609375,0
2020-10-01 13:05:00+05:30,11403.4501953125,11403.5498046875,11396.7998046875,11400.849609375,11400.849609375,0
2020-10-01 13:07:00+05:30,11400.5498046875,11405.099609375,11399.25,11402.5,11402.5,0
2020-10-01 13:09:00+05:30,11402.900390625,11408.2001953125,11402.849609375,11404.2001953125,11404.2001953125,0
2020-10-01 13:11:00+05:30,11404.0498046875,11407.5,11404.0498046875,11407.4501953125,11407.4501953125,0
2020-10-01 13:13:00+05:30,11407.5,11407.5,11399.75,11402.2001953125,11402.2001953125,0
2020-10-01 13:15:00+05:30,11401.849609375,11406.650390625,11401.349609375,11404.650390625,11404.650390625,0
2020-10-01 13:17:00+05:30,11404.7998046875,11405.0,11400.599609375,11402.349609375,11402.349609375,0
2020-10-01 13:19:00+05:30,11402.25,11402.9501953125,11394.5,11396.349609375,11396.349609375,0
2020-10-01 13:21:00+05:30,11396.0498046875,11400.7001953125,11394.7998046875,11400.7001953125,11400.7001953125,0
2020-10-01 13:23:00+05:30,11400.599609375,11401.4501953125,11396.2001953125,11397.0,11397.0,0
2020-10-01 13:25:00+05:30,11396.349609375,11399.400390625,11388.2001953125,11391.400390625,11391.400390625,0
2020-10-01 13:27:00+05:30,11390.9501953125,11397.7998046875,11390.099609375,11396.849609375,11396.849609375,0
2020-10-01 13:29:00+05:30,11397.25,11400.75,11396.7001953125,11399.75,11399.75,0
2020-10-01 13:31:00+05:30,11399.900390625,11399.900390625,11393.849609375,11395.349609375,11395.349609375,0
2020-10-01 13:33:00+05:30,11395.5498046875,11405.900390625,11393.650390625,11404.7001953125,11404.7001953125,0
2020-10-01 13:35:00+05:30,11405.7998046875,11409.9501953125,11404.650390625,11407.400390625,11407.400390625,0
2020-10-01 13:37:00+05:30,11407.150390625,11409.849609375,11403.25,11408.75,11408.75,0
2020-10-01 13:39:00+05:30,11408.150390625,11408.900390625,11403.900390625,11404.2998046875,11404.2998046875,0
2020-10-01 13:41:00+05:30,11404.099609375,11408.349609375,11403.7001953125,11405.7998046875,11405.7998046875,0
2020-10-01 13:43:00+05:30,11405.9501953125,11411.2001953125,11404.7998046875,11410.0498046875,11410.0498046875,0
2020-10-01 13:45:00+05:30,11409.900390625,11412.0498046875,11404.7001953125,11406.2001953125,11406.2001953125,0
2020-10-01 13:47:00+05:30,11406.7001953125,11407.900390625,11403.7001953125,11405.5,11405.5,0
2020-10-01 13:49:00+05:30,11405.4501953125,11406.2001953125,11397.099609375,11398.0,11398.0,0
2020-10-01 13:51:00+05:30,11398.0,11405.599609375,11397.75,11403.0,11403.0,0
2020-10-01 13:53:00+05:30,11402.900390625,11403.7001953125,11399.5498046875,11400.0,11400.0,0
2020-10-01 13:55:00+05:30,11399.4501953125,11400.099609375,11397.2001953125,11398.349609375,11398.349609375,0
2020-10-01 13:57:00+05:30,11397.599609375,11401.25,11397.599609375,11399.650390625,11399.650390625,0
2020-10-01 13:59:00+05:30,11399.0498046875,11415.150390625,11398.599609375,11414.150390625,11414.150390625,0
2020-10-01 14:01:00+05:30,11414.0,11414.0,11409.25,11411.349609375,11411.349609375,0
2020-10-01 14:03:00+05:30,11410.9501953125,11411.7998046875,11408.5498046875,11409.0,11409.0,0
2020-10-01 14:05:00+05:30,11408.7001953125,11409.650390625,11405.9501953125,11406.0,11406.0,0
2020-10-01 14:07:00+05:30,11403.900390625,11406.150390625,11403.75,11406.150390625,11406.150390625,0
2020-10-01 14:09:00+05:30,11405.7001953125,11406.150390625,11399.5,11402.7001953125,11402.7001953125,0
2020-10-01 14:11:00+05:30,11403.5498046875,11411.849609375,11402.099609375,11410.599609375,11410.599609375,0
2020-10-01 14:13:00+05:30,11410.349609375,11412.9501953125,11407.2998046875,11412.5498046875,11412.5498046875,0
2020-10-01 14:15:00+05:30,11412.75,11422.349609375,11410.0,11420.849609375,11420.849609375,0
2020-10-01 14:17:00+05:30,11421.0,11425.75,11417.0498046875,11425.599609375,11425.599609375,0
2020-10-01 14:19:00+05:30,11425.4501953125,11426.25,11417.0498046875,11418.2001953125,11418.2001953125,0
2020-10-01 14:21:00+05:30,11418.5,11422.5498046875,11418.5,11422.5498046875,11422.5498046875,0
2020-10-01 14:23:00+05:30,11422.7001953125,11424.7998046875,11417.9501953125,11424.2998046875,11424.2998046875,0
2020-10-01 14:25:00+05:30,11423.849609375,11424.599609375,11414.849609375,11414.849609375,11414.849609375,0
2020-10-01 14:27:00+05:30,11414.349609375,11416.849609375,11411.7001953125,11412.650390625,11412.650390625,0
2020-10-01 14:29:00+05:30,11412.5498046875,11413.75,11402.650390625,11404.0,11404.0,0
2020-10-01 14:31:00+05:30,11404.150390625,11407.2998046875,11401.849609375,11402.2998046875,11402.2998046875,0
2020-10-01 14:33:00+05:30,11402.25,11402.25,11392.75,11396.4501953125,11396.4501953125,0
2020-10-01 14:35:00+05:30,11396.5498046875,11396.599609375,11389.599609375,11392.7001953125,11392.7001953125,0
2020-10-01 14:37:00+05:30,11392.900390625,11395.9501953125,11383.849609375,11394.75,11394.75,0
2020-10-01 14:39:00+05:30,11395.849609375,11398.099609375,11390.0498046875,11390.599609375,11390.599609375,0
2020-10-01 14:41:00+05:30,11390.849609375,11392.5,11389.0,11392.400390625,11392.400390625,0
2020-10-01 14:43:00+05:30,11392.400390625,11395.2001953125,11388.349609375,11393.2001953125,11393.2001953125,0
2020-10-01 14:45:00+05:30,11393.0,11400.75,11386.900390625,11400.349609375,11400.349609375,0
2020-10-01 14:47:00+05:30,11399.2001953125,11402.400390625,11396.849609375,11400.4501953125,11400.4501953125,0
2020-10-01 14:49:00+05:30,11400.400390625,11402.400390625,11398.25,11399.7001953125,11399.7001953125,0
2020-10-01 14:51:00+05:30,11400.5,11401.5498046875,11397.150390625,11399.4501953125,11399.4501953125,0
2020-10-01 14:53:00+05:30,11399.349609375,11400.400390625,11394.400390625,11399.7998046875,11399.7998046875,0
2020-10-01 14:55:00+05:30,11399.5,11399.75,11395.2998046875,11395.650390625,11395.650390625,0
2020-10-01 14:57:00+05:30,11395.75,11399.599609375,11394.9501953125,11399.400390625,11399.400390625,0
2020-10-01 14:59:00+05:30,11399.2998046875,11415.0,11399.2998046875,11414.0498046875,11414.0498046875,0
2020-10-01 15:01:00+05:30,11414.25,11416.2001953125,11411.650390625,11412.349609375,11412.349609375,0
2020-10-01 15:03:00+05:30,11411.900390625,11419.5,11410.9501953125,11419.5,11419.5,0
2020-10-01 15:05:00+05:30,11420.0,11420.900390625,11409.4501953125,11409.849609375,11409.849609375,0
2020-10-01 15:07:00+05:30,11410.099609375,11410.5498046875,11407.099609375,11408.599609375,11408.599609375,0
2020-10-01 15:09:00+05:30,11408.25,11421.599609375,11407.2998046875,11421.349609375,11421.349609375,0
2020-10-01 15:11:00+05:30,11421.25,11421.900390625,11416.7001953125,11421.599609375,11421.599609375,0
2020-10-01 15:13:00+05:30,11422.4501953125,11426.900390625,11418.2998046875,11426.900390625,11426.900390625,0
2020-10-01 15:15:00+05:30,11426.849609375,11427.099609375,11416.75,11423.0498046875,11423.0498046875,0
2020-10-01 15:17:00+05:30,11423.150390625,11424.150390625,11416.0,11416.849609375,11416.849609375,0
2020-10-01 15:19:00+05:30,11416.7001953125,11421.0498046875,11414.5498046875,11416.25,11416.25,0
2020-10-01 15:21:00+05:30,11416.5498046875,11428.2998046875,11412.849609375,11418.75,11418.75,0
2020-10-01 15:23:00+05:30,11418.650390625,11420.0,11416.4501953125,11417.0498046875,11417.0498046875,0
2020-10-01 15:25:00+05:30,11417.2001953125,11420.7001953125,11415.9501953125,11416.150390625,11416.150390625,0
2020-10-01 15:27:00+05:30,11416.25,11419.400390625,11415.0498046875,11418.75,11418.75,0
2020-10-01 15:29:00+05:30,11417.7001953125,11422.5,11417.0,11422.400390625,11422.400390625,0
2020-10-05 09:15:00+05:30,11487.7998046875,11516.2001953125,11484.2998046875,11510.650390625,11510.650390625,0
2020-10-05 09:17:00+05:30,11509.900390625,11518.099609375,11503.7998046875,11517.7001953125,11517.7001953125,0
2020-10-05 09:19:00+05:30,11518.150390625,11537.150390625,11515.2998046875,11534.599609375,11534.599609375,0
2020-10-05 09:21:00+05:30,11533.400390625,11541.099609375,11529.2998046875,11532.150390625,11532.150390625,0
2020-10-05 09:23:00+05:30,11532.7001953125,11539.0498046875,11527.5498046875,11533.099609375,11533.099609375,0
2020-10-05 09:25:00+05:30,11533.650390625,11537.75,11529.25,11536.2001953125,11536.2001953125,0
2020-10-05 09:27:00+05:30,11536.5,11536.5,11515.599609375,11515.599609375,11515.599609375,0
2020-10-05 09:29:00+05:30,11515.9501953125,11535.75,11514.4501953125,11530.849609375,11530.849609375,0
2020-10-05 09:31:00+05:30,11531.349609375,11542.5,11528.75,11540.400390625,11540.400390625,0
2020-10-05 09:33:00+05:30,11540.7998046875,11545.2001953125,11536.2001953125,11539.150390625,11539.150390625,0
2020-10-05 09:35:00+05:30,11539.5,11544.2998046875,11536.5,11541.7998046875,11541.7998046875,0
2020-10-05 09:37:00+05:30,11541.349609375,11547.9501953125,11541.349609375,11546.7998046875,11546.7998046875,0
2020-10-05 09:39:00+05:30,11547.150390625,11549.75,11542.4501953125,11546.5498046875,11546.5498046875,0
2020-10-05 09:41:00+05:30,11546.0,11551.849609375,11544.0498046875,11547.849609375,11547.849609375,0
2020-10-05 09:43:00+05:30,11547.849609375,11550.650390625,11542.400390625,11548.25,11548.25,0
2020-10-05 09:45:00+05:30,11549.0,11552.7998046875,11545.9501953125,11545.9501953125,11545.9501953125,0
2020-10-05 09:47:00+05:30,11545.5,11552.25,11543.599609375,11551.900390625,11551.900390625,0
2020-10-05 09:49:00+05:30,11551.150390625,11552.0,11545.400390625,11548.7998046875,11548.7998046875,0
2020-10-05 09:51:00+05:30,11548.7998046875,11549.9501953125,11544.150390625,11544.150390625,11544.150390625,0
2020-10-05 09:53:00+05:30,11543.25,11544.7001953125,11535.5,11537.900390625,11537.900390625,0
2020-10-05 09:55:00+05:30,11538.4501953125,11542.4501953125,11537.7001953125,11540.4501953125,11540.4501953125,0
2020-10-05 09:57:00+05:30,11540.75,11549.0498046875,11540.150390625,11548.0,11548.0,0
2020-10-05 09:59:00+05:30,11548.4501953125,11551.0498046875,11546.9501953125,11549.650390625,11549.650390625,0
2020-10-05 10:01:00+05:30,11549.849609375,11553.5498046875,11548.349609375,11550.25,11550.25,0
2020-10-05 10:03:00+05:30,11550.400390625,11551.7998046875,11543.849609375,11546.150390625,11546.150390625,0
2020-10-05 10:05:00+05:30,11547.0498046875,11551.2001953125,11546.099609375,11547.9501953125,11547.9501953125,0
2020-10-05 10:07:00+05:30,11547.099609375,11549.849609375,11542.650390625,11543.0498046875,11543.0498046875,0
2020-10-05 10:09:00+05:30,11543.150390625,11549.75,11542.849609375,11548.25,11548.25,0
2020-10-05 10:11:00+05:30,11548.099609375,11548.75,11543.150390625,11544.7001953125,11544.7001953125,0
2020-10-05 10:13:00+05:30,11545.150390625,11545.150390625,11536.400390625,11539.4501953125,11539.4501953125,0
2020-10-05 10:15:00+05:30,11538.75,11539.150390625,11535.25,11535.599609375,11535.599609375,0
2020-10-05 10:17:00+05:30,11535.5,11538.9501953125,11532.099609375,11538.900390625,11538.900390625,0
2020-10-05 10:19:00+05:30,11540.099609375,11541.0498046875,11538.349609375,11541.0498046875,11541.0498046875,0
2020-10-05 10:21:00+05:30,11541.0,11541.400390625,11527.0498046875,11529.75,11529.75,0
2020-10-05 10:23:00+05:30,11530.0498046875,11530.0498046875,11523.099609375,11527.849609375,11527.849609375,0
2020-10-05 10:25:00+05:30,11528.7998046875,11532.9501953125,11525.150390625,11529.5,11529.5,0
2020-10-05 10:27:00+05:30,11526.849609375,11529.25,11522.5498046875,11522.7001953125,11522.7001953125,0
2020-10-05 10:29:00+05:30,11523.849609375,11533.5,11521.599609375,11533.400390625,11533.400390625,0
2020-10-05 10:31:00+05:30,11534.099609375,11538.5,11529.2001953125,11532.849609375,11532.849609375,0
2020-10-05 10:33:00+05:30,11533.5498046875,11534.0,11528.7001953125,11532.650390625,11532.650390625,0
2020-10-05 10:35:00+05:30,11532.7001953125,11539.099609375,11531.75,11538.650390625,11538.650390625,0
2020-10-05 10:37:00+05:30,11538.4501953125,11546.0498046875,11536.150390625,11544.4501953125,11544.4501953125,0
2020-10-05 10:39:00+05:30,11544.5498046875,11545.75,11540.75,11544.0498046875,11544.0498046875,0
2020-10-05 10:41:00+05:30,11544.599609375,11546.5,11542.349609375,11545.650390625,11545.650390625,0
2020-10-05 10:43:00+05:30,11545.650390625,11545.9501953125,11543.349609375,11544.9501953125,11544.9501953125,0
2020-10-05 10:45:00+05:30,11545.349609375,11545.849609375,11541.4501953125,11541.4501953125,11541.4501953125,0
2020-10-05 10:47:00+05:30,11542.7001953125,11546.25,11541.599609375,11541.599609375,11541.599609375,0
2020-10-05 10:49:00+05:30,11541.849609375,11543.4501953125,11539.7001953125,11542.25,11542.25,0
2020-10-05 10:51:00+05:30,11543.150390625,11543.7998046875,11537.099609375,11537.5,11537.5,0
2020-10-05 10:53:00+05:30,11537.400390625,11539.7998046875,11534.9501953125,11536.9501953125,11536.9501953125,0
2020-10-05 10:55:00+05:30,11536.599609375,11544.0,11535.349609375,11542.400390625,11542.400390625,0
2020-10-05 10:57:00+05:30,11542.2998046875,11542.7001953125,11533.599609375,11537.099609375,11537.099609375,0
2020-10-05 10:59:00+05:30,11537.849609375,11543.75,11536.900390625,11543.349609375,11543.349609375,0
2020-10-05 11:01:00+05:30,11542.7001953125,11543.2001953125,11536.5498046875,11542.2001953125,11542.2001953125,0
2020-10-05 11:03:00+05:30,11542.9501953125,11545.099609375,11541.5,11543.349609375,11543.349609375,0
2020-10-05 11:05:00+05:30,11545.0498046875,11576.849609375,11544.2001953125,11567.25,11567.25,0
2020-10-05 11:07:00+05:30,11565.650390625,11567.75,11559.599609375,11559.599609375,11559.599609375,0
2020-10-05 11:09:00+05:30,11559.900390625,11562.0498046875,11555.150390625,11557.400390625,11557.400390625,0
2020-10-05 11:11:00+05:30,11557.5498046875,11558.849609375,11552.75,11554.25,11554.25,0
2020-10-05 11:13:00+05:30,11554.0,11556.2998046875,11550.9501953125,11556.2998046875,11556.2998046875,0
2020-10-05 11:15:00+05:30,11555.849609375,11562.650390625,11555.099609375,11558.9501953125,11558.9501953125,0
2020-10-05 11:17:00+05:30,11559.9501953125,11560.599609375,11556.150390625,11557.9501953125,11557.9501953125,0
2020-10-05 11:19:00+05:30,11558.7001953125,11562.0,11558.400390625,11561.099609375,11561.099609375,0
2020-10-05 11:21:00+05:30,11560.400390625,11561.900390625,11557.150390625,11561.349609375,11561.349609375,0
2020-10-05 11:23:00+05:30,11561.2998046875,11567.400390625,11560.5,11566.2001953125,11566.2001953125,0
2020-10-05 11:25:00+05:30,11566.150390625,11572.75,11562.5498046875,11569.0498046875,11569.0498046875,0
2020-10-05 11:27:00+05:30,11569.25,11569.25,11560.599609375,11560.599609375,11560.599609375,0
2020-10-05 11:29:00+05:30,11561.5498046875,11561.5498046875,11548.650390625,11550.150390625,11550.150390625,0
2020-10-05 11:31:00+05:30,11550.0498046875,11552.5,11547.599609375,11547.650390625,11547.650390625,0
2020-10-05 11:33:00+05:30,11549.5,11549.5,11541.099609375,11543.2998046875,11543.2998046875,0
2020-10-05 11:35:00+05:30,11543.599609375,11552.7001953125,11542.650390625,11549.5,11549.5,0
2020-10-05 11:37:00+05:30,11550.4501953125,11551.900390625,11542.099609375,11543.2001953125,11543.2001953125,0
2020-10-05 11:39:00+05:30,11543.900390625,11543.900390625,11509.9501953125,11524.599609375,11524.599609375,0
2020-10-05 11:41:00+05:30,11524.5,11533.75,11519.75,11529.5,11529.5,0
2020-10-05 11:43:00+05:30,11529.900390625,11536.599609375,11527.400390625,11533.5498046875,11533.5498046875,0
