Datetime,Open,High,Low,Close,Adj Close,Volume
2020-10-01 09:15:00+05:30,11364.4501953125,11364.4501953125,11350.599609375,11351.2998046875,11351.2998046875,0
2020-10-01 09:17:00+05:30,11352.150390625,11372.650390625,11352.0498046875,11367.150390625,11367.150390625,0
2020-10-01 09:19:00+05:30,11367.9501953125,11371.7998046875,11364.25,11365.5,11365.5,0
2020-10-01 09:21:00+05:30,11365.099609375,11371.0498046875,11361.599609375,11369.0498046875,11369.0498046875,0
2020-10-01 09:23:00+05:30,11369.5,11376.2001953125,11367.5,11374.7001953125,11374.7001953125,0
2020-10-01 09:25:00+05:30,11374.099609375,11379.2001953125,11367.599609375,11374.25,11374.25,0
2020-10-01 09:27:00+05:30,11374.900390625,11379.2998046875,11369.75,11376.75,11376.75,0
2020-10-01 09:29:00+05:30,11378.2998046875,11378.5498046875,11369.849609375,11375.150390625,11375.150390625,0
2020-10-01 09:31:00+05:30,11375.650390625,11379.0,11368.75,11369.599609375,11369.599609375,0
2020-10-01 09:33:00+05:30,11369.75,11378.150390625,11368.349609375,11376.099609375,11376.099609375,0
2020-10-01 09:35:00+05:30,11376.099609375,11379.7998046875,11374.650390625,11377.0498046875,11377.0498046875,0
2020-10-01 09:37:00+05:30,11375.9501953125,11378.849609375,11370.599609375,11373.099609375,11373.099609375,0
2020-10-01 09:39:00+05:30,11373.7001953125,11377.2001953125,11362.599609375,11364.599609375,11364.599609375,0
2020-10-01 09:41:00+05:30,11364.150390625,11370.5,11362.75,11368.4501953125,11368.4501953125,0
2020-10-01 09:43:00+05:30,11369.5498046875,11380.0,11369.5498046875,11373.2998046875,11373.2998046875,0
2020-10-01 09:45:00+05:30,11373.4501953125,11380.25,11371.9501953125,11373.9501953125,11373.9501953125,0
2020-10-01 09:47:00+05:30,11374.849609375,11377.9501953125,11371.2998046875,11371.2998046875,11371.2998046875,0
2020-10-01 09:49:00+05:30,11372.150390625,11377.9501953125,11371.400390625,11376.0498046875,11376.0498046875,0
2020-10-01 09:51:00+05:30,11375.650390625,11376.650390625,11370.4501953125,11374.150390625,11374.150390625,0
2020-10-01 09:53:00+05:30,11373.849609375,11376.400390625,11372.099609375,11375.7998046875,11375.7998046875,0
2020-10-01 09:55:00+05:30,11376.2001953125,11376.400390625,11369.150390625,11375.5498046875,11375.5498046875,0
2020-10-01 09:57:00+05:30,11375.2998046875,11375.2998046875,11366.0498046875,11369.75,11369.75,0
2020-10-01 09:59:00+05:30,11369.5498046875,11385.4501953125,11366.2001953125,11384.599609375,11384.599609375,0
2020-10-01 10:01:00+05:30,11387.4501953125,11389.849609375,11384.150390625,11385.4501953125,11385.4501953125,0
2020-10-01 10:03:00+05:30,11386.349609375,11396.9501953125,11385.5,11392.0,11392.0,0
2020-10-01 10:05:00+05:30,11392.150390625,11392.650390625,11386.9501953125,11389.0,11389.0,0
2020-10-01 10:07:00+05:30,11388.0,11393.599609375,11388.0,11392.25,11392.25,0
2020-10-01 10:09:00+05:30,11392.349609375,11395.7998046875,11388.4501953125,11390.0,11390.0,0
2020-10-01 10:11:00+05:30,11391.0,11391.5,11387.2001953125,11388.4501953125,11388.4501953125,0
2020-10-01 10:13:00+05:30,11388.400390625,11390.2001953125,11385.5498046875,11388.2001953125,11388.2001953125,0
2020-10-01 10:15:00+05:30,11388.599609375,11391.4501953125,11386.849609375,11388.099609375,11388.099609375,0
2020-10-01 10:17:00+05:30,11387.349609375,11389.400390625,11385.400390625,11387.0498046875,11387.0498046875,0
2020-10-01 10:19:00+05:30,11386.599609375,11388.0498046875,11382.650390625,11386.5,11386.5,0
2020-10-01 10:21:00+05:30,11386.7998046875,11387.7998046875,11381.900390625,11383.7998046875,11383.7998046875,0
2020-10-01 10:23:00+05:30,11382.5,11386.0498046875,11382.5,11385.4501953125,11385.4501953125,0
2020-10-01 10:25:00+05:30,11385.599609375,11394.599609375,11385.599609375,11393.25,11393.25,0
2020-10-01 10:27:00+05:30,11392.650390625,11393.599609375,11384.7001953125,11388.349609375,11388.349609375,0
2020-10-01 10:29:00+05:30,11384.9501953125,11392.150390625,11384.2998046875,11388.599609375,11388.599609375,0
2020-10-01 10:31:00+05:30,11387.25,11391.0498046875,11385.150390625,11389.75,11389.75,0
2020-10-01 10:33:00+05:30,11389.150390625,11389.349609375,11383.75,11386.4501953125,11386.4501953125,0
2020-10-01 10:35:00+05:30,11386.349609375,11389.150390625,11382.650390625,11389.150390625,11389.150390625,0
2020-10-01 10:37:00+05:30,11388.75,11391.650390625,11386.099609375,11386.099609375,11386.099609375,0
2020-10-01 10:39:00+05:30,11385.2001953125,11393.650390625,11384.099609375,11390.5,11390.5,0
2020-10-01 10:41:00+05:30,11391.0,11404.599609375,11390.2001953125,11401.849609375,11401.849609375,0
2020-10-01 10:43:00+05:30,11401.5,11401.5,11395.650390625,11397.7998046875,11397.7998046875,0
2020-10-01 10:45:00+05:30,11397.849609375,11398.5,11396.5,11397.5,11397.5,0
2020-10-01 10:55:00+05:30,11398.9501953125,11399.7001953125,11395.5,11395.5,11395.5,0
2020-10-01 10:57:00+05:30,11395.349609375,11398.5498046875,11392.849609375,11398.349609375,11398.349609375,0
2020-10-01 10:59:00+05:30,11398.2001953125,11401.650390625,11398.2001953125,11400.2001953125,11400.2001953125,0
2020-10-01 11:01:00+05:30,11400.25,11402.849609375,11398.650390625,11401.9501953125,11401.9501953125,0
2020-10-01 11:03:00+05:30,11401.7001953125,11409.4501953125,11400.9501953125,11405.5498046875,11405.5498046875,0
2020-10-01 11:05:00+05:30,11406.0,11407.0498046875,11397.400390625,11398.4501953125,11398.4501953125,0
2020-10-01 11:07:00+05:30,11399.0498046875,11402.5,11397.9501953125,11398.849609375,11398.849609375,0
2020-10-01 11:09:00+05:30,11399.25,11399.9501953125,11393.75,11393.75,11393.75,0
2020-10-01 11:11:00+05:30,11394.2001953125,11397.2001953125,11393.5498046875,11396.0,11396.0,0
2020-10-01 11:13:00+05:30,11396.400390625,11401.400390625,11395.900390625,11400.2001953125,11400.2001953125,0
2020-10-01 11:15:00+05:30,11399.7998046875,11401.4501953125,11395.150390625,11401.150390625,11401.150390625,0
2020-10-01 11:17:00+05:30,11400.650390625,11405.9501953125,11400.5498046875,11405.7998046875,11405.7998046875,0
2020-10-01 11:19:00+05:30,11405.2998046875,11405.7001953125,11399.7001953125,11399.849609375,11399.849609375,0
2020-10-01 11:21:00+05:30,11399.900390625,11402.5,11399.7001953125,11400.4501953125,11400.4501953125,0
2020-10-01 11:23:00+05:30,11400.650390625,11405.650390625,11400.2998046875,11405.650390625,11405.650390625,0
2020-10-01 11:25:00+05:30,11405.349609375,11406.2998046875,11400.2001953125,11402.5,11402.5,0
2020-10-01 11:27:00+05:30,11402.7998046875,11404.849609375,11402.0498046875,11402.2001953125,11402.2001953125,0
2020-10-01 11:29:00+05:30,11402.400390625,11416.099609375,11401.849609375,11415.400390625,11415.400390625,0
2020-10-01 11:31:00+05:30,11413.9501953125,11417.2001953125,11412.650390625,11412.7998046875,11412.7998046875,0
2020-10-01 11:33:00+05:30,11413.2001953125,11413.75,11409.650390625,11410.5,11410.5,0
2020-10-01 11:35:00+05:30,11410.2998046875,11410.9501953125,11407.5498046875,11408.150390625,11408.150390625,0
2020-10-01 11:37:00+05:30,11407.599609375,11414.099609375,11407.0,11413.650390625,11413.650390625,0
2020-10-01 11:39:00+05:30,11413.7001953125,11420.7998046875,11411.0498046875,11418.0498046875,11418.0498046875,0
2020-10-01 11:41:00+05:30,11418.0,11423.0,11412.2998046875,11417.900390625,11417.900390625,0
2020-10-01 11:43:00+05:30,11417.900390625,11419.0498046875,11414.400390625,11415.650390625,11415.650390625,0
2020-10-01 11:45:00+05:30,11416.25,11416.400390625,11409.650390625,11411.5,11411.5,0
2020-10-01 11:47:00+05:30,11411.2001953125,11411.2001953125,11407.400390625,11409.599609375,11409.599609375,0
2020-10-01 11:49:00+05:30,11409.400390625,11418.4501953125,11409.400390625,11417.75,11417.75,0
2020-10-01 11:51:00+05:30,11418.25,11418.25,11413.099609375,11413.150390625,11413.150390625,0
2020-10-01 11:53:00+05:30,11413.099609375,11413.9501953125,11409.900390625,11410.0,11410.0,0
2020-10-01 11:55:00+05:30,11412.25,11412.25,11406.4501953125,11408.5,11408.5,0
2020-10-01 11:57:00+05:30,11408.900390625,11412.7001953125,11408.0498046875,11412.5,11412.5,0
2020-10-01 11:59:00+05:30,11412.5498046875,11416.650390625,11406.0498046875,11407.099609375,11407.099609375,0
2020-10-01 12:01:00+05:30,11407.099609375,11409.75,11404.5498046875,11409.75,11409.75,0
2020-10-01 12:03:00+05:30,11410.0498046875,11414.4501953125,11409.900390625,11410.5498046875,11410.5498046875,0
2020-10-01 12:05:00+05:30,11410.7998046875,11415.349609375,11410.7998046875,11413.400390625,11413.400390625,0
